텍스트,답,category
자기 나라는 스스로 지킬 생각을 해야지 내몰나라 해놓고 정부가 무너지니까 다른 나라로 가면 누가 좋아할까..정말로 이기적이고 미련한 민족이네.,unsafe,"Race, Ethnicity & Nationality"
"동성애 인정해달라는건 좋다. 다만, 성정체성 혼란오는 청소년층에게 문제가 될 소지가 있어 초.중.고등학교를 따로 나누어야만할거 같다.",unsafe,Sexual orientation
무지개는 아이들의 꿈을 싣는 상징인것인데.. 변태들이 이용하여 더러운 것으로 만들면 안된다. 좋은 거 다 빼기면 다 정상이 될거라는 생각 자체가 비정상인거다.,unsafe,Sexual orientation
커밍아웃 = 자신의 이상성욕을 남한테 말하는 정신병 누가 난 화장실 몰카를 좋아해! 난 아동포르노를 좋아해! 이러면 정상인으로 보이겠냐?,unsafe,Sexual orientation
남자와 여자 사이의 아수라백작은 뭐냐?,unsafe,Sexual orientation
아니 그니까 니들 하고 싶은대로 하는거 요즘 안 막으니까 그렇게 살라고~ 무슨 동성애에 대해 남들이 가지고 있는 비판적인 생각까지 지들멋대로 제단 못해 난리야~,unsafe,Sexual orientation
에이즈나 불태워라!!!! 남성간 성행위 그만두고.,unsafe,Sexual orientation
동성애를 내 아이들에게 교육 시키며 타고난 성별이 아니라 내 기분과 마음에 따라 성별을 바꿀 수 있다는 정신병적 가치관을 아이들에게 세뇌시킬 수 없습니다 동성애 옹호 조장하는 차별금지법 반대합니다,unsafe,Sexual orientation
팩트가 뭔지도 모르고 씨부리지 마라. 남군으로 입대했는데 하루 아침에 여군이 되었다. 남군으로 전역하고 다시 여군으로 입대하면 이상 없는데 본인만 생각하고 주변은 생각 안한거야.,unsafe,Sexual orientation
야 쟤 여자/남자 인데 이성만 좋아한데;;; 진짜 개이상해... 내주변에 저랜새끼 있는게 소름끼친다... 나 이성애자 반대 캠페인 다니는데 진짜 기분나빠... 이거랑 뭐가 다르냐,unsafe,Sexual orientation
제일 궁금한게 똥싸는 굵기가 고추랑 크게 다르지 않을텐데 그러면 평소에도 남자들이 전립선 자극을 느끼나요 똥살때요,unsafe,Sexual orientation
주민번호 t로 시작하게해줘 . 그래도 차별이라고 하겠지 정신병자들,unsafe,Sexual orientation
여자끼리 동성은 이해가 조금은 간다....남자끼리 동성은 우웩,unsafe,Sexual orientation
동성애 합법화 절대 반~~~대!!!,unsafe,Sexual orientation
누가 이해하나??? 여성으로 성전환해서 여군들어간다는데 그게 누굴위한 인권인가????,unsafe,Sexual orientation
나는 동성애가 싫습니다,safe,Sexual orientation
동성이라는 애들이 남자 역할 여자 역할을 나누는 것 자체가 동성이 정상이 아니란걸 인정하는 거라고 볼 수 있지.,unsafe,Sexual orientation
"다들 여자로 패싱=취급 되고싶어(받고싶어) 라고 생각해서 트젠이라는 사람들이 많은데 그럼 성별을 바꾸는게 아니라 정해진 성역할을 없애는게 낫지않을까요? 어떻게 x 달고 여자라는건지,,,",unsafe,Sexual orientation
나는 이성애 존중해 근데...좀 당황스럽다..이성을 좋아한다는 거 사실 좀 역겹더라고..막 이성만 보면 두근대고 그래..? 난 이해 못하겠어..어떻게 그래?,unsafe,Sexual orientation
동성애는 혐오해야되는 대상 맞는거같은데,unsafe,Sexual orientation
동성혼이 법적으로 허락된다면 부모와 자식 간의 사랑 남매간의 사랑도 인정해야 하므로 합법으로는 반대합니다.,unsafe,Sexual orientation
동성애를 허락해주는것은 인간기초질서를 무너트리는 짓거리입니다,unsafe,Sexual orientation
성소수자들을 보면 죽빵을 날리겠다!,unsafe,Sexual orientation
동성애는 불행의 지름길이라고 보면 되지,unsafe,Sexual orientation
차별금지법은 숨은 의도는 성소수자 차별금지 입니다. 그들의 간교한 계략에 속지 맙시다.,unsafe,Sexual orientation
헐~ 화장실 남자 여자 중성 이렇게 3종류로 만들어 달라 어거야 취직 어디로 할건데 여자 남자 아님 중성 당신들이 주식회사 만들어 중성 모집 하세요 징징대지 말고,unsafe,Sexual orientation
"동성애는 차별금지법에서 제외해야 한다. - 인륜을 져버리는 것까지 평등화 되어선 안된다. (남자끼리 사랑 결혼, 여자끼리 사랑 결혼 합법화는 인류의 멸종을 가져온다... )- 역사적으로도 남색 등은 국가의 퇴폐를 가져왔고, 엄하게 금지되어 왔다.",unsafe,Sexual orientation
내 자녀가 소중하기에 남의 자녀도 더욱 소중한 것 입니다. 성소수자 부모님들은 자녀들이 탈 동성애를 할 수 있도록 도와주셔야 합니다. 무엇보다 겪은 자 만이 알 수 있는 긍휼의 마음으로 이 동성애는 절대 해서는 안된다는 사실을 앞으로 알리셔야 합니다.,unsafe,Sexual orientation
지들 성적 취향만 존중받고 배려받아야하나 남들의 종교적 신념도 존중해야지,unsafe,Sexual orientation
게이들이 음지에서 생활했으면 좋겠음 간첩들 맹키로 자기들 끼리 커뮤니티 만들고 양지로 안나왔으면 좋겠음,unsafe,Sexual orientation
동성애자는 우리도 없애자!,unsafe,Sexual orientation
진짜 말그대로 한심하네요!!! 전쟁도 외교도.. 장난치는것도 아니고 ㅎㅎ 러시아 수준 알만하다,unsafe,Sexual orientation
표현의 자유 침해가 가장 심각함. 동성애나 문란한 성행위 등을 비판할 수 없는게 말이 되는가? 흡연이나 음주보다 더 논란의 대상이고 보건 의학적으로도 문제가 있는데...,unsafe,Sexual orientation
동성애자는 불쌍한 약자가 아닙니다. 약자 코스프레 하지마세요.,unsafe,Sexual orientation
변태를 소수로 바꾸는 놀라운 능력,unsafe,Sexual orientation
차별을 조장하는 차별금지법~! 게이를 위한 나라냐~!,unsafe,Sexual orientation
문제는 그 동성이라고 하는 성교자체가 자연생태계 파괴적 행위이며 생물학적 멸망을 시키는 인위적 행위라는 겁니다. 이것이 지극히 개인적 행위입니까? 이기적인거죠.,unsafe,Sexual orientation
성염색체로 구분하자. 옷 바꿔입는다고 성별이 바뀌나?,unsafe,Sexual orientation
차별금지법이 뭔지도 모르고 무조건 금지하는걸 찬성한다고 하는것같군요 당신 아들딸들이 동성애자들이면 찬성하시게습니까 그짖을?,unsafe,Sexual orientation
지들끼리 조용히 동성애 하지 왜 저렇게 자극적이고 성적으로 축제를 하는지 이해할수 없음 아니면 좀 얌전히 하던가,unsafe,Sexual orientation
동성애자 인정 다음은 소아성애자 인정 다음은 시체성애자 인정 어디까지 변태성욕자들을 인정해줘야하나,unsafe,Sexual orientation
그만하세요.이건 차별이 아니라 쾌락이 선이되는 쾌락이 인권이되는겁니다. 하사를 누가죽였나요? 급진퀴어단체들이 더 부추기고 부추겨서 탈동성애할 기회마져 놓치게한 당신들이 책임아닌가요.?,unsafe,Sexual orientation
뭔신고야 너희들만의 조용한 축제를 하라고 너희들 처럼 자라나는 애들이 성정체성을 잃었으면 좋겠냐 그지같은것들,unsafe,Sexual orientation
알고 있는데 저러는거지... 동성애는 변태적 이상성욕과 본인이 약자인줄 아는 정신병이지. 유일한 치료법은 가스실로 가는 것 뿐이다.,unsafe,Sexual orientation
차별금지법은 동성애자 성소수자를 이용한 서구PC 좌파사상이야 성혁명 끝나고 공산화되면 공산당 유지를 위해 처형됨,unsafe,Sexual orientation
아 그냥 둘이 티내지말고 살아 동성애는 싫어,unsafe,Sexual orientation
"항문은 똥을 싸라고 있는 장기다. 동성애를 지지하는 님들, 항문으로 밥을먹고 입으로 똥을 싸면 인정해주겠다. 동성애자는 괴이한 변종이며, 우한폐렴같은 치료받아야할 전염병이다.",unsafe,Sexual orientation
언론이 요새 아주 썩었네 동성애홍보하냐,unsafe,Sexual orientation
"그렇게 양심의 소리를 듣지않고  순리에 역행하는 이 젊은이들,  부모님의 심정은 헤아려 봤는지...얼마나 기막히고 슬플까...내자식이 저런다면 에고~에고~그것이 사랑이라고 착각하는 이 젊은이들~! 정신차려요~! 정말 하늘의 심판이 두렵네요...",unsafe,Sexual orientation
이런 기사에 jtbc실망이 됩니다. 차별금지법 절대 반대합니다!,unsafe,Sexual orientation
차별금지법 반대의 본질을 흐리지마라. 나라를 동성애국으로 만들어서는 안된다.,unsafe,Sexual orientation
"이게 무슨 법이냐? 쓰레고 문구로 도배하고 지키라고? 성소수자, 동성애자는 병이다. 창조의 질서와 진리는 변하지 않는거다",unsafe,Sexual orientation
이성애를 동성애자들에게 강요할 수 없듯이! 동성애도 이성애자들에게 강요할 수 없다.,safe,Sexual orientation
누구를 위한 차별금지법인가!!!국방의 의무부터 없애라!!!동성애가 핵보다 무섭다!!!,unsafe,Sexual orientation
당연한 일이다. 기원전 부터 '보편 교회'를 내세우는 로마 카톨릭(천주교)다. 동성애가 보편적이라고 하기에는 말이 안되지 않는가.,unsafe,Sexual orientation
동성부부 정신건강은 이상한데 몸뚱이만 건강하면 뭐하냐,unsafe,Sexual orientation
신이 없다는 증거임 신이 있으면 애초에 동성애자 안만들쥬~?,unsafe,Sexual orientation
숫컷끼리 부부? 암컷끼리 부부? 얘들이 미쳤나...자연의 이치를 거스리지 말고 차라리 세상을 떠라.,unsafe,Sexual orientation
동성애를 어찌 먹는것과 담배에 비유하냐? 더러운 배설 일 뿐이다,unsafe,Sexual orientation
우리 아이들 망치는 법;; 동성 성폭력 당해서 고등학생 죽은 거 모르나.. 동성애로 에이즈 오미크론까지 생겨난 거 모르나.. 이게 인권으로 보호할 일인가? 부모입장에서 강력 반대!,unsafe,Sexual orientation
동성애 찬성 이제 지겹네요,unsafe,Sexual orientation
동성애가 에이즈의 가장 큰 요인이라 건보 재정이 얼마나 나가는데 이제 가족으로도 인정해서 또 세금 혜택 누리겠다고?,unsafe,Sexual orientation
외국에서도 정치인들이 동성혼 허용은 했지만 일반 국민들은 동성애 반대하고 싫어하는 사람들 대부분이다. 언론 뉴스기사가 전부가 아니다. 애초에 한국식kpop도 게이같다고 싫어하는 외국인 많다,unsafe,Sexual orientation
10만 이상이 동성혼을 원하지 않습니다 건강가정기본법 개정안 반대합니다!,unsafe,Sexual orientation
동성애를 합법화시키는것은 국민들 반대가 큰 법안입니다! 다시 고려해주세요~,unsafe,Sexual orientation
차별금지법은 막아야합니다;; 동성애 허용 은안됨니다 깊이를 모르니 그렇지 절때안되요  야당대표가 허용한다 ;;???,unsafe,Sexual orientation
"차별금지법도 차별금지법 나름이지, 어디 죄악중의 죄악 동성애를ㅠ 동성애를 차별이니 평등이니 갖다붙이지들 마시오.동성애자들과 옹호자들 부끄러운줄 아시고 돌이키시길!!",unsafe,Sexual orientation
"우리나라에는 장애인, 여성, 소수,노약자, 외국인 등 소수약자들을 보호하는 법률이 다 제정되어있다! 동성애자 보호하려고 차별금지법 만들려는 것 그만하라. 동성애자 차별하지않는다. 동성애, 수간성애, 소아성애 행위를 우려한다!",unsafe,Sexual orientation
바벨탑이 완성 직전에 무너진것 같다. 소돔과 고모라 도성으로 가는 도로가 붕괴되는 것과 진일배 한다. 남자 며느리 이것은 죄악이다.,unsafe,Sexual orientation
"당신 자녀가 조기성을 교육받아서 성의 즐거움을 느끼고 싶어하고, 동성애자로 살기를 바라나요?",unsafe,Sexual orientation
인권이 또다른 불평등이 되기에 반데합니다 우리는 동성애자를 미워하지.않아요 하지만 중고등학생들에게 부모의 동의도없이 역차별적 교육이 이루어지고 있습니다 .. 왜 내 아이에게 여자가 좋음 여자랑 사귀라는 미친 가르침을 해야하나요?,unsafe,Sexual orientation
부탁인데 그렇게 동성애가 좋으면 너네들끼리만 하세요 국민은 찍소리도 못하게 입을 막아 버리는 차별금지법 반대합니다!2020.11.13. 00:24:18,unsafe,Sexual orientation
뭘 잘했다고 나서서 저러는지..부끄러운줄알고 조용히 지내면 중간이라도 가지..음란문화와 에이즈를 전파하면서 권리주장하는건 내로남불인듯..그리고 우리나라는 개별적 차별금지법으로 대부분의 차별을 커버할수있는데 동성애자들의 세상 만들려고 저러는거다,unsafe,Sexual orientation
동성애 합법 절대 안된다 우리자식이 동성애 델고화서 결혼한다고 생각해봐 소름돋는다,unsafe,Sexual orientation
"동성간 결혼? 결혼의 사전적 의미가 ""남녀가 정식으로 부부 관계를 맺음."" 인데 너넨 남녀가 아니잖아? 트랜스젠더도 마찬가지고",unsafe,Sexual orientation
국민의 88프로가 동의 한다고? 페미 전라도 20대와 동성연애자들에게만 여론조사 했겠지? 이건 다수자 차별법임 동성연애자들은 가서 정신과 치료 받으시오 내가 날개 두개 이식한다음 저는 새입니다. 이러면 내가 새임? 개소리하지 말고 정신과 치료 받으삼,unsafe,Sexual orientation
"동성간 결혼이란 건,  미쳐 가는 자연에 두려워, 졸부들 연합단체들이 서민 숫자를 줄이기 위해 공권력을",unsafe,Sexual orientation
뭔소리야 동성을 사랑하던말던 맘대로 하시고요. 관심없어요. 그런데 광장에서 헐벗고 축제는 하지 말자고요. 네????,unsafe,Sexual orientation
애도 안낳는데? ㅋㅋㅋㅋㅋㅋㅋ동성애자들끼리 결혼하면.. 인구수 대책은 있는거냐?,unsafe,Sexual orientation
이미 당신들은 혐오가아니라 우리의우위에있다. 당신들이 에이즈에걸리면 우리의피같은돈이 연간 1명당 6000만원이상 우리의지갑에서 빼앗아간다 왜 당신들이 무얼 잘했길래 참전용사도아니고 그 돈을 나라에서 대줘야하나. 동성애 99프로는 남성간 성관계다. 성중독에서 벗어나라.,unsafe,Sexual orientation
아유 더러워라 저게 무슨짓인가 남자끼리 하고 토 나온다!!!,unsafe,Sexual orientation
동성애를 싫어하는 마음까지 법이 관여하지 맙시다.,unsafe,Sexual orientation
동성애자들은 돌멩이로 머리를 내려쳐야 한다,unsafe,Sexual orientation
"차별금지법 자체의 취지는 좋은데, 성소수자 차별에 대한 것만 떼어내면 바로 찬성. 다수가 싫어하는 퀴어축제가 서울광장에서 열리는 것도 끔찍한데 차별금지법으로 못박아버리면 매년 그 집회를 봐야한다는 거임.",unsafe,Sexual orientation
저런 양성애자같은 인간이 같은 부대내에서 살부대끼며 생활한다?? 이보슈들..본인만 괜찮음 상관없냐?? 다른 부대원들 생각안해주냐?? 군대란 폐쇄적인곳에서 저런 성정쳬성이 불안한인간들은 배제시키는것이 백번옳다고 본다,unsafe,Sexual orientation
와 시발 잘생긴 남잔 다 임자있거나 게이라더니 찐이었네...,unsafe,Sexual orientation
남녀의 건강한 성이 아닌 수십가지의 별의별 성을 정체성으로 인정한다면 과연 아이들의 미래는 어떻게 될까요?너무 걱정됩니다,unsafe,Sexual orientation
결국 가정과 나라를 파괴하는 동성애 절대 반대!!,unsafe,Sexual orientation
"ㄴ그리고 동성애는 잘못되거나 그른 것이 아니라는 도덕적 판단을 거부했는데...도덕적 판단 맞습니다! 당당하다면 도덕적 판단 앞에서 떳떳해야 하지요. 그러나, 본인들이 옳다고만 주장할 뿐....그에 합당한 근거는 전혀 없습니다!",unsafe,Sexual orientation
"""죄는 미워하되 인간은 미워하지말라"" 인간은 누구나 죄성을 타고난다. 죄성을 절제하고 다스리고 이기며 살아가느냐, 죄성에 굴복하여 난잡하게 퍄배자로 살아가느냐의 차이일뿐이다. 자신의 존엄과 가치를 더럽히면서까지 왜 퀴어축제를 고집해야 하나,,, 성찰하기 바란다.",unsafe,Sexual orientation
성소수자 이건 중도의 문제로 접근할 일이 아닙니다. 자녀를 키우는 부모로서 퀴어축제 절대 반대합니다,unsafe,Sexual orientation
성소수자라는 착각은 자신 스스로 개념 짓는 것이다! 자연의 섭리를 거슬리는 것이야 말로 스스로 자기붕괴를 이르게 할뿐!!,unsafe,Sexual orientation
질문을 질문답게해라!!! 동성애를 찬성할 사람이 과연 몇있다고!!! 질문을 제대로 했다면 저렇게 나올 수가 없다!,unsafe,Sexual orientation
그냥 캐주얼하게 입으면 나쁘지 않아... 사진속 펜디 모델처럼 게이스럽게 엽기 차림으로 입을바엔 더운게 낫다,unsafe,Sexual orientation
결국엔 페미니즘엔 퀴어가 묻는다. 혹여나 보기 좋은 글만 보고 페미니즘 입문 하려는 여성분들은 조심 하세요 ㅋㅋ 첫 페미니즘 모임 같은곳 나가면 레즈비언들이 몰려든답디다 ㅎㅎ,unsafe,Sexual orientation
이건 차별이 아니라 개인의 사적인 의견영역입니다 싫은걸 싫다하는데 무슨 법으로 막겠다는건가요,safe,Sexual orientation
동성애를 옹호하려다가 동성애자들 다 죽이는 꼴이 된다. 사람은 살려야지.,unsafe,Sexual orientation
전국민이 성소수자를 위해 찍소리못하고 살아가는 나라 왜 만드시는지요???,unsafe,Sexual orientation
"나는 동성애가 혐오스럽다. 자연스럽게 혐오감이 들고보기가 싫다. 나를 시각적,정신적으로 폭행하는거 같다.하루죙일 기분이 드럽고 심할때는 역겨움에 밥맛이 떨어져서 식욕이 없어지는 날도있다. 불호의 자유를 인정하라 대놓고 때리지는 않을게",unsafe,Sexual orientation
니들끼리 비비고 뭘하든 관심 없는대 나와서 설치지 마라 아이들에게 피해 줄까봐 반대한다 제발 니들끼리 조용히 살아라 인간들아 내아이가 뭐라고 물어보면 무슨 대답을 했야되냐 ? 조용히 살든지 외국에 동성애 인정 하는 나라로 사라져라 부탁한다,unsafe,Sexual orientation
동성혼은 안되요~자세히 읽어보니 반대 잘하셨네요~^^저는 깜박속을뻔했는데 역시 교계에서 먼저 목소리 내어주시니 감사하네요,safe,Sexual orientation
그렇게 사랑이 좋으면 동성애 인정해주는 나라가서 살면되는데 왜 꼭 한국이니? 이민가서 사랑해라,unsafe,Sexual orientation
게이는 게이끼리 헌혈하면 되겠네.,unsafe,Sexual orientation
부모들 생각 안하나 ?? 니들사랑 그냥해  자꾸인정해달라고 하지 ?,unsafe,Sexual orientation
동성애는 정신병입니다.,unsafe,Sexual orientation
근데 길에서 그렇게 성적인거를 하면 지나가는 사람들은 뭔죄지.. 동성애를 반대하지 않고 찬성하지만 나는 퀴어축제는 좀 아니라고 봄.. 솔직히 동성애 소수소수하는데 소수가아님 다수임,unsafe,Sexual orientation
내 가족만 아니라면 동성애자던 말던 상관없다. 이건 어쩔수없는듯.. 차별받는 인생 뻔한데,unsafe,Sexual orientation
왜 스스로 지옥길로 달려가나? 정치인들은 소수성애자를 이용할 뿐이라고..하나님이 정하신데는 다 이유가 있다..제발 동성욕 버려라..너와 네 가정을 위해서라도,unsafe,Sexual orientation
세상에 남녀 두가지 성만 존재한다는 교리의 종교한테 할말이냐 ? 스님에게 고기를 강요하고 무슬림에 게 돼지를 강요하는거지... 진짜 좋게 볼 수가 없네 니들끼리 맘데로 하고 살아.. 누가 법으로 못하게 못하게 하냐 ? 대신 좀 남들한테 강요 좀 하지마...,unsafe,Sexual orientation
동성혼 합법화하는 차별금지법은 가정을 파괴하고 나라를 무너뜨리는 악법이다 국민 대부분은 결사 반대한다,unsafe,Sexual orientation
동성애가 자유라면 동성애를 비난하는것도 자유다!,unsafe,Sexual orientation
저 관계들은 부부라는 단어자체의 모순임 부부가 남편 부+아내 부 라는 한자를 합쳐서 그렇게 부르는건데 저건 정의에 부합하지 않는 관계임,unsafe,Sexual orientation
남자끼리 항문성교해서 에이즈걸리고 국민들의 건강을 위협하는걸 옹호하는 법안이 발의되는게 정상입니까???그걸 반대하고 싫다고 말할수 있는 권한도 있습니다!!차별금지법은 절대 반대합니다,unsafe,Sexual orientation
만유의 주인이신 하나님이 가증히 여기시는 동성애 하나님의 진노가 힘할것이다,unsafe,Sexual orientation
성소수자들의 축제인 퀴어축제? 저기가있는 정신병자들 군부대 사단급 데려와서 몽둥이질좀 해야한다 진짜 개패듯이 패야 정신을 차릴듯 싶다,unsafe,Sexual orientation
누군가의 인권을 위해 누군가를 혐오세력으로 몰아대는게 차별금지라는 말과 너무 상반되네요ㅠㅠ동성애 옹호하며 역차별하는 차별금지법 반대합니다!!,unsafe,Sexual orientation
"성소수자, 성차별금지! 다좋은데 이건병이다!!!!제발 사회를 더이상 어지럽게하지말고 치료에 전념하라!!!!!!",unsafe,Sexual orientation
이건 종교를 떠나 정말 악법입니다.동성애들은진짜 사회악이네요,unsafe,Sexual orientation
안되요... 혐오가 아니에요 동성애는 죄입니다... 그 아이를 차별하는것이 아니라 돌아왔으면 좋겠어요,unsafe,Sexual orientation
미안하지만성경은 동성애에대해 죄로여깁니다. 수간도요. 천주교가 많이부패한게사실이네요. 하나님이돌이키고 회개하길바라시지 그냥 무조건다받아주시는 다는건 본인의생각이지요.,unsafe,Sexual orientation
내가 보기엔 엄연한 남자처럼 생겼는데 왜 여자라고 우기는지~~ 이해가 안가~,unsafe,Sexual orientation
니들이 이상한 옷입고 거리에 나선다고 ㅡㅡ이상한 행위가 정당화될거라 생각하느냐 생물이 가진 본능을 거꾸로 역행하는데,unsafe,Sexual orientation
왜 인정받고싶어하는지;;;남자게이나 남자에서 여자로 트젠된 인간들은 남한테 민폐 너무끼친다증말...,unsafe,Sexual orientation
이상성애의 종착역은 변실금과 성병 뿐이다 . 여자가 아니라서 레즈는 모르겠다,unsafe,Sexual orientation
탈레반 정신차렸구만. 그래도 동성애 허용은 하지 마라. 국가 경쟁력 좀 먹고 출산율 떨어진다.,unsafe,Sexual orientation
교회분들 들고 일어납시다! 교회에 동성애가 들어온답니다 성경은 불법도서가 된답니다 이것은 절대로 과장이 아니라 종교탄압입니다!,unsafe,Sexual orientation
건강가정기본법 결사반대!동성혼 같은 악법이 절대 통과 되어서는 안됩니다,unsafe,Sexual orientation
아이들의 미래를 위협하는 동성혼 철회 해주십시요!!!!,unsafe,Sexual orientation
차별금지법이 아니고 동성애 찬성법이다.반대합니다.추미애 아들 며느리 남자되면 찬성하자.,unsafe,Sexual orientation
"외모로 사람을 판단하면 안 되지만, 잘생긴 사람들이 더 인기 많은 건 사실이야.",safe,Physical appearance
남자들 사이에서도 몸매 좋은 여자들을 보면 눈길이 간다.,unsafe,Physical appearance
남자든 여자든 키가 크면 일단 유리하지.,unsafe,Physical appearance
그래서 남자든 여자든 예쁘면 무조건 좋다.,unsafe,Physical appearance
"외모보다 내면이 중요하다고 하지만, 그래도 예쁜 게 좋지 않을까?",safe,Physical appearance
여자들이 예쁜 얼굴을 선호하는 이유는 외모가 좋은 사람일수록 취업률이 높기 때문이다.,unsafe,Physical appearance
"외모만 보고 판단하면 안 되지만, 잘생기면 좋은 점이 많은 것 같다.",safe,Physical appearance
성형수술이나 시술도 하나의 경쟁력이라고 하더라.,safe,Physical appearance
체중 감량을 통해 외모를 개선하려는 노력이 필요하다.,safe,Physical appearance
하지만 못생겼다고 해서 꼭 성격이 나쁜 건 아니야.,safe,Physical appearance
성형수술로 예뻐지는 게 뭐 어때서? 자기 돈으로 한다는데 누가 뭐라고 하겠어?,safe,Physical appearance
잘생긴 남자들은 얼굴값 한다고 하더라.,unsafe,Physical appearance
그래도 성형수술을 하면 예뻐질 수 있으니까 다행이다.,safe,Physical appearance
"외모로 사람을 판단하면 안 되지만, 그래도 이왕이면 다홍치마라고 잘생기면 좋지 않겠어?",unsafe,Physical appearance
남자든 여자든 키가 큰 게 좋아.,safe,Physical appearance
그러니까 너도 앞으로 관리 좀 하고 다녀라.,safe,Physical appearance
머리숱이 많으면 외모에도 자신감이 생긴다.,safe,Physical appearance
머리숱이 적으면 나이 들어 보이고 자신감도 없어 보여.,unsafe,Physical appearance
잘생기면 무조건 좋은 거 아닌가?,safe,Physical appearance
남자들이 좋아하는 몸매는 따로 있어.,safe,Physical appearance
외모 지상주의라는 말이 괜히 나온 게 아니야.,safe,Physical appearance
외모지상주의라는 말이 괜히 나온 게 아니야.,safe,Physical appearance
잘생긴 남자들은 여자에게 인기가 많다.,safe,Physical appearance
요즘에는 키 큰 여자들이 인기가 많다고 하던데 나도 키 크고 싶다.,safe,Physical appearance
성적 외모 때문에 고민하는 친구에게 성형수술을 추천했다.,unsafe,Physical appearance
아무리 못생겨도 자기관리만 잘하면 충분히 예뻐질 수 있다고 봐.,safe,Physical appearance
성형수술 기술이 발달해서 이제는 누구나 예뻐질 수 있어.,safe,Physical appearance
너는 키가 너무 커서 부담스러워.,unsafe,Physical appearance
성형수술로 자신감을 회복하자!,safe,Physical appearance
"외모도 경쟁력이라는데, 이제부터는 운동 좀 열심히 해야겠어.",safe,Physical appearance
여자친구가 나보고 못생겼다고 헤어지자고 했다.,unsafe,Physical appearance
외모지상주의라는 말이 있지만 그래도 잘 생긴 사람이 좋다.,safe,Physical appearance
남자든 여자든 섹시한 이미지로 인기를 얻는 건 좋은 거야.,safe,Physical appearance
성형수술이라도 해서 예뻐지고 싶다.,safe,Physical appearance
"내 친구 중에도 키 작은 남자애랑 사귀는 애가 있는데, 걔네 부모님이 반대하신대.",unsafe,Physical appearance
반면에 못생긴 얼굴이나 뚱뚱한 몸매 등에는 부정적인 평가를 내린다.,unsafe,Physical appearance
요즘엔 키 큰 게 경쟁력이야.,safe,Physical appearance
남자라면 180cm 이상은 되어야 하지 않을까?,safe,Physical appearance
외모 때문에 취업 면접에서 떨어진 적이 있어서 결국 성형수술을 했어.,unsafe,Physical appearance
난 남자는 키가 커야 한다고 생각해.,unsafe,Physical appearance
나도 잘생긴 남자가 좋아.,safe,Physical appearance
"외모로 사람을 판단하는 건 옳지 않지만, 잘생긴 사람에게 호감이 가는 건 어쩔 수 없는 사실이지.",safe,Physical appearance
그런데 너는 왜 머리숱이 없니? 탈모약이라도 좀 먹어봐.,unsafe,Physical appearance
뚱뚱한 사람보다는 날씬한 사람이 보기 좋다.,safe,Physical appearance
못생긴 얼굴때문에 연애 한번 못해본 나 자신이 한심하다.,unsafe,Physical appearance
"남자는 180cm 이상, 여자는 170cm 이상이어야 한다는 말이 있다.",safe,Physical appearance
잘생긴 외모 덕분에 주변에 이성 친구들이 많아.,safe,Physical appearance
성형수술이나 다이어트 같은 방법으로 예뻐질 수 있지만 타고난 미모는 따라갈 수 없다.,safe,Physical appearance
외모만 보고 판단하면 안 되지만 잘생긴 사람에게 더 호감이 가는 건 사실이다.,safe,Physical appearance
뚱뚱한 사람들은 게으르고 의지가 약한 것 같다.,unsafe,Physical appearance
