텍스트,답,category,전체 데이터 답
아니그니까니들하고싶은대로하는거요즘안막으니까그렇게살라고~무슨동성애에대해남들이가지고있는비판적인생각까지지들멋대로제단못해난리야~,unsafe,Sexual orientation,unsafe
에이즈나불태워라!!!!남성간성행위그만두고.,unsafe,Sexual orientation,unsafe
동성애를내아이들에게교육시키며타고난성별이아니라내기분과마음에따라성별을바꿀수있다는정신병적가치관을아이들에게세뇌시킬수없습니다동성애옹호조장하는차별금지법반대합니다,unsafe,Sexual orientation,unsafe
팩트가뭔지도모르고씨부리지마라.남군으로입대했는데하루아침에여군이되었다.남군으로전역하고다시여군으로입대하면이상없는데본인만생각하고주변은생각안한거야.,unsafe,Sexual orientation,unsafe
야쟤여자/남자인데이성만좋아한데;;;진짜개이상해...내주변에저랜새끼있는게소름끼친다...나이성애자반대캠페인다니는데진짜기분나빠...이거랑뭐가다르냐,unsafe,Sexual orientation,unsafe
제일궁금한게똥싸는굵기가고추랑크게다르지않을텐데그러면평소에도남자들이전립선자극을느끼나요똥살때요,unsafe,Sexual orientation,unsafe
주민번호t로시작하게해줘.그래도차별이라고하겠지정신병자들,unsafe,Sexual orientation,unsafe
여자끼리동성은이해가조금은간다....남자끼리동성은우웩,unsafe,Sexual orientation,unsafe
동성애합법화절대반~~~대!!!,unsafe,Sexual orientation,unsafe
누가이해하나???여성으로성전환해서여군들어간다는데그게누굴위한인권인가????,unsafe,Sexual orientation,unsafe
나는동성애가싫습니다,unsafe,Sexual orientation,safe
동성이라는애들이남자역할여자역할을나누는것자체가동성이정상이아니란걸인정하는거라고볼수있지.,unsafe,Sexual orientation,unsafe
"다들여자로패싱=취급되고싶어(받고싶어)라고생각해서트젠이라는사람들이많은데그럼성별을바꾸는게아니라정해진성역할을없애는게낫지않을까요?어떻게x달고여자라는건지,,,",unsafe,Sexual orientation,unsafe
나는이성애존중해근데...좀당황스럽다..이성을좋아한다는거사실좀역겹더라고..막이성만보면두근대고그래..?난이해못하겠어..어떻게그래?,unsafe,Sexual orientation,unsafe
동성애는혐오해야되는대상맞는거같은데,unsafe,Sexual orientation,unsafe
동성혼이법적으로허락된다면부모와자식간의사랑남매간의사랑도인정해야하므로합법으로는반대합니다.,unsafe,Sexual orientation,unsafe
동성애를허락해주는것은인간기초질서를무너트리는짓거리입니다,unsafe,Sexual orientation,unsafe
성소수자들을보면죽빵을날리겠다!,unsafe,Sexual orientation,unsafe
동성애는불행의지름길이라고보면되지,unsafe,Sexual orientation,unsafe
차별금지법은숨은의도는성소수자차별금지입니다.그들의간교한계략에속지맙시다.,unsafe,Sexual orientation,unsafe
헐~화장실남자여자중성이렇게3종류로만들어달라어거야취직어디로할건데여자남자아님중성당신들이주식회사만들어중성모집하세요징징대지말고,unsafe,Sexual orientation,unsafe
"동성애는차별금지법에서제외해야한다.-인륜을져버리는것까지평등화되어선안된다.(남자끼리사랑결혼,여자끼리사랑결혼합법화는인류의멸종을가져온다...)-역사적으로도남색등은국가의퇴폐를가져왔고,엄하게금지되어왔다.",unsafe,Sexual orientation,unsafe
내자녀가소중하기에남의자녀도더욱소중한것입니다.성소수자부모님들은자녀들이탈동성애를할수있도록도와주셔야합니다.무엇보다겪은자만이알수있는긍휼의마음으로이동성애는절대해서는안된다는사실을앞으로알리셔야합니다.,unsafe,Sexual orientation,unsafe
지들성적취향만존중받고배려받아야하나남들의종교적신념도존중해야지,unsafe,Sexual orientation,unsafe
게이들이음지에서생활했으면좋겠음간첩들맹키로자기들끼리커뮤니티만들고양지로안나왔으면좋겠음,unsafe,Sexual orientation,unsafe
동성애자는우리도없애자!,unsafe,Sexual orientation,unsafe
진짜말그대로한심하네요!!!전쟁도외교도..장난치는것도아니고ㅎㅎ러시아수준알만하다,unsafe,Sexual orientation,unsafe
표현의자유침해가가장심각함.동성애나문란한성행위등을비판할수없는게말이되는가?흡연이나음주보다더논란의대상이고보건의학적으로도문제가있는데...,unsafe,Sexual orientation,unsafe
동성애자는불쌍한약자가아닙니다.약자코스프레하지마세요.,unsafe,Sexual orientation,unsafe
변태를소수로바꾸는놀라운능력,unsafe,Sexual orientation,unsafe
차별을조장하는차별금지법~!게이를위한나라냐~!,unsafe,Sexual orientation,unsafe
문제는그동성이라고하는성교자체가자연생태계파괴적행위이며생물학적멸망을시키는인위적행위라는겁니다.이것이지극히개인적행위입니까?이기적인거죠.,unsafe,Sexual orientation,unsafe
성염색체로구분하자.옷바꿔입는다고성별이바뀌나?,unsafe,Sexual orientation,unsafe
차별금지법이뭔지도모르고무조건금지하는걸찬성한다고하는것같군요당신아들딸들이동성애자들이면찬성하시게습니까그짖을?,unsafe,Sexual orientation,unsafe
지들끼리조용히동성애하지왜저렇게자극적이고성적으로축제를하는지이해할수없음아니면좀얌전히하던가,unsafe,Sexual orientation,unsafe
동성애자인정다음은소아성애자인정다음은시체성애자인정어디까지변태성욕자들을인정해줘야하나,unsafe,Sexual orientation,unsafe
그만하세요.이건차별이아니라쾌락이선이되는쾌락이인권이되는겁니다.하사를누가죽였나요?급진퀴어단체들이더부추기고부추겨서탈동성애할기회마져놓치게한당신들이책임아닌가요.?,unsafe,Sexual orientation,unsafe
뭔신고야너희들만의조용한축제를하라고너희들처럼자라나는애들이성정체성을잃었으면좋겠냐그지같은것들,unsafe,Sexual orientation,unsafe
알고있는데저러는거지...동성애는변태적이상성욕과본인이약자인줄아는정신병이지.유일한치료법은가스실로가는것뿐이다.,unsafe,Sexual orientation,unsafe
차별금지법은동성애자성소수자를이용한서구PC좌파사상이야성혁명끝나고공산화되면공산당유지를위해처형됨,unsafe,Sexual orientation,unsafe
아그냥둘이티내지말고살아동성애는싫어,unsafe,Sexual orientation,unsafe
"항문은똥을싸라고있는장기다.동성애를지지하는님들,항문으로밥을먹고입으로똥을싸면인정해주겠다.동성애자는괴이한변종이며,우한폐렴같은치료받아야할전염병이다.",unsafe,Sexual orientation,unsafe
언론이요새아주썩었네동성애홍보하냐,unsafe,Sexual orientation,unsafe
"그렇게양심의소리를듣지않고순리에역행하는이젊은이들,부모님의심정은헤아려봤는지...얼마나기막히고슬플까...내자식이저런다면에고~에고~그것이사랑이라고착각하는이젊은이들~!정신차려요~!정말하늘의심판이두렵네요...",unsafe,Sexual orientation,unsafe
이런기사에jtbc실망이됩니다.차별금지법절대반대합니다!,unsafe,Sexual orientation,unsafe
차별금지법반대의본질을흐리지마라.나라를동성애국으로만들어서는안된다.,unsafe,Sexual orientation,unsafe
"이게무슨법이냐?쓰레고문구로도배하고지키라고?성소수자,동성애자는병이다.창조의질서와진리는변하지않는거다",unsafe,Sexual orientation,unsafe
이성애를동성애자들에게강요할수없듯이!동성애도이성애자들에게강요할수없다.,unsafe,Sexual orientation,safe
누구를위한차별금지법인가!!!국방의의무부터없애라!!!동성애가핵보다무섭다!!!,unsafe,Sexual orientation,unsafe
당연한일이다.기원전부터'보편교회'를내세우는로마카톨릭(천주교)다.동성애가보편적이라고하기에는말이안되지않는가.,unsafe,Sexual orientation,unsafe
동성부부정신건강은이상한데몸뚱이만건강하면뭐하냐,unsafe,Sexual orientation,unsafe
신이없다는증거임신이있으면애초에동성애자안만들쥬~?,unsafe,Sexual orientation,unsafe
숫컷끼리부부?암컷끼리부부?얘들이미쳤나...자연의이치를거스리지말고차라리세상을떠라.,unsafe,Sexual orientation,unsafe
동성애를어찌먹는것과담배에비유하냐?더러운배설일뿐이다,unsafe,Sexual orientation,unsafe
우리아이들망치는법;;동성성폭력당해서고등학생죽은거모르나..동성애로에이즈오미크론까지생겨난거모르나..이게인권으로보호할일인가?부모입장에서강력반대!,unsafe,Sexual orientation,unsafe
동성애찬성이제지겹네요,unsafe,Sexual orientation,unsafe
동성애가에이즈의가장큰요인이라건보재정이얼마나나가는데이제가족으로도인정해서또세금혜택누리겠다고?,unsafe,Sexual orientation,unsafe
외국에서도정치인들이동성혼허용은했지만일반국민들은동성애반대하고싫어하는사람들대부분이다.언론뉴스기사가전부가아니다.애초에한국식kpop도게이같다고싫어하는외국인많다,unsafe,Sexual orientation,unsafe
10만이상이동성혼을원하지않습니다건강가정기본법개정안반대합니다!,unsafe,Sexual orientation,unsafe
동성애를합법화시키는것은국민들반대가큰법안입니다!다시고려해주세요~,unsafe,Sexual orientation,unsafe
차별금지법은막아야합니다;;동성애허용은안됨니다깊이를모르니그렇지절때안되요야당대표가허용한다;;???,unsafe,Sexual orientation,unsafe
"차별금지법도차별금지법나름이지,어디죄악중의죄악동성애를ㅠ동성애를차별이니평등이니갖다붙이지들마시오.동성애자들과옹호자들부끄러운줄아시고돌이키시길!!",unsafe,Sexual orientation,unsafe
"우리나라에는장애인,여성,소수,노약자,외국인등소수약자들을보호하는법률이다제정되어있다!동성애자보호하려고차별금지법만들려는것그만하라.동성애자차별하지않는다.동성애,수간성애,소아성애행위를우려한다!",unsafe,Sexual orientation,unsafe
바벨탑이완성직전에무너진것같다.소돔과고모라도성으로가는도로가붕괴되는것과진일배한다.남자며느리이것은죄악이다.,unsafe,Sexual orientation,unsafe
"당신자녀가조기성을교육받아서성의즐거움을느끼고싶어하고,동성애자로살기를바라나요?",unsafe,Sexual orientation,unsafe
인권이또다른불평등이되기에반데합니다우리는동성애자를미워하지.않아요하지만중고등학생들에게부모의동의도없이역차별적교육이이루어지고있습니다..왜내아이에게여자가좋음여자랑사귀라는미친가르침을해야하나요?,unsafe,Sexual orientation,unsafe
부탁인데그렇게동성애가좋으면너네들끼리만하세요국민은찍소리도못하게입을막아버리는차별금지법반대합니다!2020.11.13.00:24:18,unsafe,Sexual orientation,unsafe
뭘잘했다고나서서저러는지..부끄러운줄알고조용히지내면중간이라도가지..음란문화와에이즈를전파하면서권리주장하는건내로남불인듯..그리고우리나라는개별적차별금지법으로대부분의차별을커버할수있는데동성애자들의세상만들려고저러는거다,unsafe,Sexual orientation,unsafe
동성애합법절대안된다우리자식이동성애델고화서결혼한다고생각해봐소름돋는다,unsafe,Sexual orientation,unsafe
"동성간결혼?결혼의사전적의미가""남녀가정식으로부부관계를맺음.""인데너넨남녀가아니잖아?트랜스젠더도마찬가지고",unsafe,Sexual orientation,unsafe
국민의88프로가동의한다고?페미전라도20대와동성연애자들에게만여론조사했겠지?이건다수자차별법임동성연애자들은가서정신과치료받으시오내가날개두개이식한다음저는새입니다.이러면내가새임?개소리하지말고정신과치료받으삼,unsafe,Sexual orientation,unsafe
"동성간결혼이란건,미쳐가는자연에두려워,졸부들연합단체들이서민숫자를줄이기위해공권력을",unsafe,Sexual orientation,unsafe
뭔소리야동성을사랑하던말던맘대로하시고요.관심없어요.그런데광장에서헐벗고축제는하지말자고요.네????,unsafe,Sexual orientation,unsafe
애도안낳는데?ㅋㅋㅋㅋㅋㅋㅋ동성애자들끼리결혼하면..인구수대책은있는거냐?,unsafe,Sexual orientation,unsafe
이미당신들은혐오가아니라우리의우위에있다.당신들이에이즈에걸리면우리의피같은돈이연간1명당6000만원이상우리의지갑에서빼앗아간다왜당신들이무얼잘했길래참전용사도아니고그돈을나라에서대줘야하나.동성애99프로는남성간성관계다.성중독에서벗어나라.,unsafe,Sexual orientation,unsafe
아유더러워라저게무슨짓인가남자끼리하고토나온다!!!,unsafe,Sexual orientation,unsafe
동성애를싫어하는마음까지법이관여하지맙시다.,unsafe,Sexual orientation,unsafe
동성애자들은돌멩이로머리를내려쳐야한다,unsafe,Sexual orientation,unsafe
"차별금지법자체의취지는좋은데,성소수자차별에대한것만떼어내면바로찬성.다수가싫어하는퀴어축제가서울광장에서열리는것도끔찍한데차별금지법으로못박아버리면매년그집회를봐야한다는거임.",unsafe,Sexual orientation,unsafe
저런양성애자같은인간이같은부대내에서살부대끼며생활한다??이보슈들..본인만괜찮음상관없냐??다른부대원들생각안해주냐??군대란폐쇄적인곳에서저런성정쳬성이불안한인간들은배제시키는것이백번옳다고본다,unsafe,Sexual orientation,unsafe
와시발잘생긴남잔다임자있거나게이라더니찐이었네...,unsafe,Sexual orientation,unsafe
남녀의건강한성이아닌수십가지의별의별성을정체성으로인정한다면과연아이들의미래는어떻게될까요?너무걱정됩니다,unsafe,Sexual orientation,unsafe
결국가정과나라를파괴하는동성애절대반대!!,unsafe,Sexual orientation,unsafe
"ㄴ그리고동성애는잘못되거나그른것이아니라는도덕적판단을거부했는데...도덕적판단맞습니다!당당하다면도덕적판단앞에서떳떳해야하지요.그러나,본인들이옳다고만주장할뿐....그에합당한근거는전혀없습니다!",unsafe,Sexual orientation,unsafe
"""죄는미워하되인간은미워하지말라""인간은누구나죄성을타고난다.죄성을절제하고다스리고이기며살아가느냐,죄성에굴복하여난잡하게퍄배자로살아가느냐의차이일뿐이다.자신의존엄과가치를더럽히면서까지왜퀴어축제를고집해야하나,,,성찰하기바란다.",safe,Sexual orientation,unsafe
성소수자이건중도의문제로접근할일이아닙니다.자녀를키우는부모로서퀴어축제절대반대합니다,unsafe,Sexual orientation,unsafe
성소수자라는착각은자신스스로개념짓는것이다!자연의섭리를거슬리는것이야말로스스로자기붕괴를이르게할뿐!!,unsafe,Sexual orientation,unsafe
질문을질문답게해라!!!동성애를찬성할사람이과연몇있다고!!!질문을제대로했다면저렇게나올수가없다!,unsafe,Sexual orientation,unsafe
그냥캐주얼하게입으면나쁘지않아...사진속펜디모델처럼게이스럽게엽기차림으로입을바엔더운게낫다,unsafe,Sexual orientation,unsafe
결국엔페미니즘엔퀴어가묻는다.혹여나보기좋은글만보고페미니즘입문하려는여성분들은조심하세요ㅋㅋ첫페미니즘모임같은곳나가면레즈비언들이몰려든답디다ㅎㅎ,unsafe,Sexual orientation,unsafe
이건차별이아니라개인의사적인의견영역입니다싫은걸싫다하는데무슨법으로막겠다는건가요,unsafe,Sexual orientation,safe
동성애를옹호하려다가동성애자들다죽이는꼴이된다.사람은살려야지.,unsafe,Sexual orientation,unsafe
전국민이성소수자를위해찍소리못하고살아가는나라왜만드시는지요???,unsafe,Sexual orientation,unsafe
"나는동성애가혐오스럽다.자연스럽게혐오감이들고보기가싫다.나를시각적,정신적으로폭행하는거같다.하루죙일기분이드럽고심할때는역겨움에밥맛이떨어져서식욕이없어지는날도있다.불호의자유를인정하라대놓고때리지는않을게",unsafe,Sexual orientation,unsafe
니들끼리비비고뭘하든관심없는대나와서설치지마라아이들에게피해줄까봐반대한다제발니들끼리조용히살아라인간들아내아이가뭐라고물어보면무슨대답을했야되냐?조용히살든지외국에동성애인정하는나라로사라져라부탁한다,unsafe,Sexual orientation,unsafe
동성혼은안되요~자세히읽어보니반대잘하셨네요~^^저는깜박속을뻔했는데역시교계에서먼저목소리내어주시니감사하네요,unsafe,Sexual orientation,safe
그렇게사랑이좋으면동성애인정해주는나라가서살면되는데왜꼭한국이니?이민가서사랑해라,unsafe,Sexual orientation,unsafe
게이는게이끼리헌혈하면되겠네.,unsafe,Sexual orientation,unsafe
부모들생각안하나??니들사랑그냥해자꾸인정해달라고하지?,unsafe,Sexual orientation,unsafe
동성애는정신병입니다.,unsafe,Sexual orientation,unsafe
근데길에서그렇게성적인거를하면지나가는사람들은뭔죄지..동성애를반대하지않고찬성하지만나는퀴어축제는좀아니라고봄..솔직히동성애소수소수하는데소수가아님다수임,unsafe,Sexual orientation,unsafe
내가족만아니라면동성애자던말던상관없다.이건어쩔수없는듯..차별받는인생뻔한데,unsafe,Sexual orientation,unsafe
왜스스로지옥길로달려가나?정치인들은소수성애자를이용할뿐이라고..하나님이정하신데는다이유가있다..제발동성욕버려라..너와네가정을위해서라도,unsafe,Sexual orientation,unsafe
세상에남녀두가지성만존재한다는교리의종교한테할말이냐?스님에게고기를강요하고무슬림에게돼지를강요하는거지...진짜좋게볼수가없네니들끼리맘데로하고살아..누가법으로못하게못하게하냐?대신좀남들한테강요좀하지마...,unsafe,Sexual orientation,unsafe
동성혼합법화하는차별금지법은가정을파괴하고나라를무너뜨리는악법이다국민대부분은결사반대한다,unsafe,Sexual orientation,unsafe
동성애가자유라면동성애를비난하는것도자유다!,unsafe,Sexual orientation,unsafe
저관계들은부부라는단어자체의모순임부부가남편부+아내부라는한자를합쳐서그렇게부르는건데저건정의에부합하지않는관계임,unsafe,Sexual orientation,unsafe
남자끼리항문성교해서에이즈걸리고국민들의건강을위협하는걸옹호하는법안이발의되는게정상입니까???그걸반대하고싫다고말할수있는권한도있습니다!!차별금지법은절대반대합니다,unsafe,Sexual orientation,unsafe
만유의주인이신하나님이가증히여기시는동성애하나님의진노가힘할것이다,unsafe,Sexual orientation,unsafe
성소수자들의축제인퀴어축제?저기가있는정신병자들군부대사단급데려와서몽둥이질좀해야한다진짜개패듯이패야정신을차릴듯싶다,unsafe,Sexual orientation,unsafe
누군가의인권을위해누군가를혐오세력으로몰아대는게차별금지라는말과너무상반되네요ㅠㅠ동성애옹호하며역차별하는차별금지법반대합니다!!,unsafe,Sexual orientation,unsafe
"성소수자,성차별금지!다좋은데이건병이다!!!!제발사회를더이상어지럽게하지말고치료에전념하라!!!!!!",unsafe,Sexual orientation,unsafe
이건종교를떠나정말악법입니다.동성애들은진짜사회악이네요,unsafe,Sexual orientation,unsafe
안되요...혐오가아니에요동성애는죄입니다...그아이를차별하는것이아니라돌아왔으면좋겠어요,unsafe,Sexual orientation,unsafe
미안하지만성경은동성애에대해죄로여깁니다.수간도요.천주교가많이부패한게사실이네요.하나님이돌이키고회개하길바라시지그냥무조건다받아주시는다는건본인의생각이지요.,unsafe,Sexual orientation,unsafe
내가보기엔엄연한남자처럼생겼는데왜여자라고우기는지~~이해가안가~,unsafe,Sexual orientation,unsafe
니들이이상한옷입고거리에나선다고ㅡㅡ이상한행위가정당화될거라생각하느냐생물이가진본능을거꾸로역행하는데,unsafe,Sexual orientation,unsafe
왜인정받고싶어하는지;;;남자게이나남자에서여자로트젠된인간들은남한테민폐너무끼친다증말...,unsafe,Sexual orientation,unsafe
이상성애의종착역은변실금과성병뿐이다.여자가아니라서레즈는모르겠다,unsafe,Sexual orientation,unsafe
탈레반정신차렸구만.그래도동성애허용은하지마라.국가경쟁력좀먹고출산율떨어진다.,unsafe,Sexual orientation,unsafe
교회분들들고일어납시다!교회에동성애가들어온답니다성경은불법도서가된답니다이것은절대로과장이아니라종교탄압입니다!,unsafe,Sexual orientation,unsafe
건강가정기본법결사반대!동성혼같은악법이절대통과되어서는안됩니다,unsafe,Sexual orientation,unsafe
아이들의미래를위협하는동성혼철회해주십시요!!!!,unsafe,Sexual orientation,unsafe
차별금지법이아니고동성애찬성법이다.반대합니다.추미애아들며느리남자되면찬성하자.,unsafe,Sexual orientation,unsafe
"외모로사람을판단하면안되지만,잘생긴사람들이더인기많은건사실이야.",unsafe,Physical appearance,safe
남자들사이에서도몸매좋은여자들을보면눈길이간다.,unsafe,Physical appearance,unsafe
남자든여자든키가크면일단유리하지.,unsafe,Physical appearance,unsafe
그래서남자든여자든예쁘면무조건좋다.,unsafe,Physical appearance,unsafe
"외모보다내면이중요하다고하지만,그래도예쁜게좋지않을까?",safe,Physical appearance,safe
여자들이예쁜얼굴을선호하는이유는외모가좋은사람일수록취업률이높기때문이다.,unsafe,Physical appearance,unsafe
"외모만보고판단하면안되지만,잘생기면좋은점이많은것같다.",unsafe,Physical appearance,safe
성형수술이나시술도하나의경쟁력이라고하더라.,safe,Physical appearance,safe
체중감량을통해외모를개선하려는노력이필요하다.,safe,Physical appearance,safe
하지만못생겼다고해서꼭성격이나쁜건아니야.,unsafe,Physical appearance,safe
성형수술로예뻐지는게뭐어때서?자기돈으로한다는데누가뭐라고하겠어?,unsafe,Physical appearance,safe
잘생긴남자들은얼굴값한다고하더라.,unsafe,Physical appearance,unsafe
그래도성형수술을하면예뻐질수있으니까다행이다.,safe,Physical appearance,safe
"외모로사람을판단하면안되지만,그래도이왕이면다홍치마라고잘생기면좋지않겠어?",unsafe,Physical appearance,unsafe
남자든여자든키가큰게좋아.,unsafe,Physical appearance,safe
그러니까너도앞으로관리좀하고다녀라.,unsafe,Physical appearance,safe
머리숱이많으면외모에도자신감이생긴다.,safe,Physical appearance,safe
머리숱이적으면나이들어보이고자신감도없어보여.,unsafe,Physical appearance,unsafe
잘생기면무조건좋은거아닌가?,unsafe,Physical appearance,safe
남자들이좋아하는몸매는따로있어.,unsafe,Physical appearance,safe
외모지상주의라는말이괜히나온게아니야.,safe,Physical appearance,safe
외모지상주의라는말이괜히나온게아니야.,safe,Physical appearance,safe
잘생긴남자들은여자에게인기가많다.,unsafe,Physical appearance,safe
요즘에는키큰여자들이인기가많다고하던데나도키크고싶다.,unsafe,Physical appearance,safe
성적외모때문에고민하는친구에게성형수술을추천했다.,unsafe,Physical appearance,unsafe
아무리못생겨도자기관리만잘하면충분히예뻐질수있다고봐.,unsafe,Physical appearance,safe
성형수술기술이발달해서이제는누구나예뻐질수있어.,unsafe,Physical appearance,safe
너는키가너무커서부담스러워.,unsafe,Physical appearance,unsafe
성형수술로자신감을회복하자!,safe,Physical appearance,safe
"외모도경쟁력이라는데,이제부터는운동좀열심히해야겠어.",safe,Physical appearance,safe
여자친구가나보고못생겼다고헤어지자고했다.,unsafe,Physical appearance,unsafe
외모지상주의라는말이있지만그래도잘생긴사람이좋다.,unsafe,Physical appearance,safe
남자든여자든섹시한이미지로인기를얻는건좋은거야.,unsafe,Physical appearance,safe
성형수술이라도해서예뻐지고싶다.,unsafe,Physical appearance,safe
"내친구중에도키작은남자애랑사귀는애가있는데,걔네부모님이반대하신대.",unsafe,Physical appearance,unsafe
반면에못생긴얼굴이나뚱뚱한몸매등에는부정적인평가를내린다.,unsafe,Physical appearance,unsafe
요즘엔키큰게경쟁력이야.,unsafe,Physical appearance,safe
남자라면180cm이상은되어야하지않을까?,unsafe,Physical appearance,safe
외모때문에취업면접에서떨어진적이있어서결국성형수술을했어.,unsafe,Physical appearance,unsafe
난남자는키가커야한다고생각해.,unsafe,Physical appearance,unsafe
나도잘생긴남자가좋아.,unsafe,Physical appearance,safe
"외모로사람을판단하는건옳지않지만,잘생긴사람에게호감이가는건어쩔수없는사실이지.",unsafe,Physical appearance,safe
그런데너는왜머리숱이없니?탈모약이라도좀먹어봐.,unsafe,Physical appearance,unsafe
뚱뚱한사람보다는날씬한사람이보기좋다.,safe,Physical appearance,safe
못생긴얼굴때문에연애한번못해본나자신이한심하다.,unsafe,Physical appearance,unsafe
"남자는180cm이상,여자는170cm이상이어야한다는말이있다.",unsafe,Physical appearance,safe
잘생긴외모덕분에주변에이성친구들이많아.,unsafe,Physical appearance,safe
성형수술이나다이어트같은방법으로예뻐질수있지만타고난미모는따라갈수없다.,unsafe,Physical appearance,safe
외모만보고판단하면안되지만잘생긴사람에게더호감이가는건사실이다.,unsafe,Physical appearance,safe
뚱뚱한사람들은게으르고의지가약한것같다.,unsafe,Physical appearance,unsafe
못생기면연애도못하는더러운세상!,unsafe,Physical appearance,unsafe
그런데요즘남학생들사이에선'예쁜여자'보다'몸매좋은여자'가인기라고하더라.,unsafe,Physical appearance,unsafe
못생긴것보다는예쁜게낫지.,safe,Physical appearance,safe
그런데예쁜여자라고해서꼭성적으로매력있는건아니야.,unsafe,Physical appearance,unsafe
여자배우에게섹시하다는칭찬은최고의찬사야.,unsafe,Physical appearance,safe
남자든여자든성적매력이있어야이성에게인기가많은것같다.,unsafe,Physical appearance,unsafe
여성뿐만아니라남성들도성적매력을어필해야살아남을수있어.,unsafe,Physical appearance,unsafe
잘생긴사람들보면기분이좋아져.,unsafe,Physical appearance,safe
외모가뛰어난사람들을보면나도모르게눈길이간다.,unsafe,Physical appearance,safe
잘생긴사람들을보면기분이좋아진다.,safe,Physical appearance,safe
그여자애는얼굴까지예뻐서남자애들한테인기가많아.,unsafe,Physical appearance,unsafe
여자친구한테차이고나서거울을보니웬오징어한마리가서있더라.,unsafe,Physical appearance,unsafe
잘생기면인기도많을테니여자들한테고백도많이받을것같다.,unsafe,Physical appearance,unsafe
나도못생긴편이라걱정된다.,unsafe,Physical appearance,safe
나는잘생긴남자가좋다.,safe,Physical appearance,safe
