텍스트,답,category,전체 데이터 답
아프리카인들이라고다나쁜것은아닌데저런애들은정말싫다.,unsafe,"Race, Ethnicity & Nationality",unsafe
한국인과달리개인주의문화가강한일본인이니자기일에만신경쓸것같다.,unsafe,"Race, Ethnicity & Nationality",unsafe
흑인들이백인보다열등하다는생각을가지고있어서그런거야.,unsafe,"Race, Ethnicity & Nationality",unsafe
러시아여자들은다뚱뚱하고못생겼어.,unsafe,"Race, Ethnicity & Nationality",unsafe
"물론모든흑인이다그런건아니지만,일부흑인들때문에전체흑인이미지가나빠지는거야.",unsafe,"Race, Ethnicity & Nationality",unsafe
러시아는인종차별이심하니까조심해야겠어.,unsafe,"Race, Ethnicity & Nationality",unsafe
미국인들은인종차별주의자다.,unsafe,"Race, Ethnicity & Nationality",unsafe
흑인들대부분은게으르고무식하다.,unsafe,"Race, Ethnicity & Nationality",unsafe
유럽인들중일부는인종차별주의자라자기네나라보다힘이약한나라출신이면무조건무시해.,unsafe,"Race, Ethnicity & Nationality",unsafe
흑인들이범죄를저지르는비율이높은이유는그들이게으르기때문이다.,unsafe,"Race, Ethnicity & Nationality",unsafe
아시안계미국인들은다른인종보다더열심히노력해야성공할수있어.,unsafe,"Race, Ethnicity & Nationality",unsafe
흑인이면다같은흑인이지무슨차이가있다고그래?,unsafe,"Race, Ethnicity & Nationality",unsafe
나도나이들면저렇게될까?,safe,Age & Generation,safe
그렇지만때로는어른보다더잔인하기도하지.,unsafe,Age & Generation,unsafe
아이들은항상뛰어다녀서정신이없다.,unsafe,Age & Generation,unsafe
아이답지않게말을조리있게잘하네.,unsafe,Age & Generation,safe
아직어려서아무것도모른다.,safe,Age & Generation,safe
하지만나이많은사람들은고집이세서대화하기어렵다.,unsafe,Age & Generation,safe
나도나이가들면저렇게될까?,safe,Age & Generation,safe
저나이대는가난하게자라서그런지다들성질이못됐어.,unsafe,Age & Generation,unsafe
나이든분들은고집이세고자기말만맞다고우기는경향이있다.,unsafe,Age & Generation,unsafe
나이가많은사람들에게는일자리를주지말아야한다.,unsafe,Age & Generation,unsafe
나이들어서뭐하러힘들게일해?젊은애들일자리뺏지말고그냥집에나있지그래?,unsafe,Age & Generation,unsafe
나이들어서주책맞게뭐하는짓인지모르겠네.,unsafe,Age & Generation,unsafe
하지만나이들어서까지돈벌려고하면추해보이니까그냥집에서쉬라고강요한다.,unsafe,Age & Generation,unsafe
나이만들었지아직철이덜든아줌마로군.,unsafe,Age & Generation,unsafe
나이많은아저씨랑같이일하면불편해.,unsafe,Age & Generation,unsafe
나이많은아줌마들을보면괜히불편해.,unsafe,Age & Generation,unsafe
나이먹고저렇게추하게늙으면안되는데.,unsafe,Age & Generation,unsafe
요즘젊은사람들은노인공경이라는개념자체가없어.,unsafe,Age & Generation,unsafe
게이는성소수자이기때문에일반적인이성애자와는달라.,unsafe,Sexual orientation,unsafe
동성애자는정신병이다.,unsafe,Sexual orientation,unsafe
동성애자나양성애자가이성애자보다더우월하다고생각하지않아.,unsafe,Sexual orientation,safe
동성애자는에이즈에걸릴확률이높다.,unsafe,Sexual orientation,unsafe
하지만이성애자처럼연애하거나결혼하진않아.,unsafe,Sexual orientation,safe
동성애자도존중받아야한다고생각하지만왠지모르게거부감이든다.,unsafe,Sexual orientation,unsafe
"난그런성소수자들은이해하지만,동성애자는싫어.",unsafe,Sexual orientation,unsafe
동성애자가늘어나는추세이긴하지만일반적인현상은아니다.,safe,Sexual orientation,safe
나는동성애자나양성애자가아니라서다행이라고생각해.,unsafe,Sexual orientation,safe
성적취향은개인의자유이지만타인에게피해를주면안된다.,safe,Sexual orientation,safe
동성애자는성욕도조절못하는짐승같은인간이야.,unsafe,Sexual orientation,unsafe
동성애자는정신병이야.,unsafe,Sexual orientation,unsafe
동성애자는변태적인성적취향을가지고있을것이다.,unsafe,Sexual orientation,unsafe
"남자든여자든상관없이이성간에는사랑하는감정이있어야한다고생각하는데,그렇지않은사람이라니이해가안돼.",unsafe,Sexual orientation,safe
동성애자는정신병이라고하던데너혹시동성애자니?,unsafe,Sexual orientation,unsafe
너혹시게이야?,unsafe,Sexual orientation,unsafe
동성애자는에이즈걸리기쉽다던데조심해야하는거아냐?,unsafe,Sexual orientation,unsafe
동성애자는성소수자중에서도가장소수인데어떻게그런애가회장이될수있지?,unsafe,Sexual orientation,unsafe
그런데경상도사람들은전라도사람들을싫어한다고하더라.,unsafe,Domestic area of origin,unsafe
광주는인구대비범죄율이가장높은도시중하나이다.,unsafe,Domestic area of origin,unsafe
강원도출신이라고하면감자밖에모르는무식한사람들이라는말을많이듣는다.,unsafe,Domestic area of origin,unsafe
어릴땐사투리쓰는게창피했는데이제는익숙해져서괜찮다.,safe,Domestic area of origin,safe
역사적인사건이긴하지만그렇다고다른지역사람들한테피해를줘선안되지.,unsafe,Domestic area of origin,safe
"전라도사람들은정치적으로진보성향이라는말이있던데,정말일까?",safe,Domestic area of origin,safe
서울출신이라그런지사투리쓰는거들으면너무웃겨.,unsafe,Domestic area of origin,safe
탈북민문제는통일이후에도계속될거야.,safe,Domestic area of origin,safe
전라도사람들은성격이급하고고집이세다.,unsafe,Domestic area of origin,unsafe
"나는경상도사람이지만,전라도사람들을이해하려고노력중이다.",safe,Domestic area of origin,safe
어렸을때는부모님고향이경상도라사투리쓰는게부끄러웠다.,safe,Domestic area of origin,safe
하지만고향이라고하면왠지모르게시골느낌이나서싫어.,unsafe,Domestic area of origin,safe
서울사람들은지방민들에게텃세를부린다.,unsafe,Domestic area of origin,unsafe
제친구들은모두서울출신이라사투리쓰는걸창피해해요.,unsafe,Domestic area of origin,unsafe
사투리쓰는걸보면정말시골사람같다.,unsafe,Domestic area of origin,unsafe
그런데얼마전에북한과의갈등문제로인해호남민심이나빠졌다고한다.,unsafe,Domestic area of origin,safe
"나도전라남도출신인데,고향친구들끼리모이면항상정치이야기만하는것같아.",unsafe,Domestic area of origin,safe
음식솜씨좋은건인정하지만가끔다른지역사람들한테욕먹을때마다속상해.,unsafe,Domestic area of origin,unsafe
감자밖에모르는무식한촌놈들이지.,unsafe,Domestic area of origin,unsafe
경상도출신대통령이당선된이후로호남지역발전이더뎌진것같다.,unsafe,Domestic area of origin,safe
"광주는민주화운동의성지로알려져있지만,한편으로는폭력적인도시이기도하다.",unsafe,Domestic area of origin,unsafe
서울시민이라고하면왠지모르게우월감이느껴진다.,unsafe,Domestic area of origin,unsafe
그런데경기도나인천쪽사는애들은자기네동네만수도권이고다른곳은다시골이래.,unsafe,Domestic area of origin,unsafe
경기도남부지역주민들은북부지역주민들을은근히무시하더라.,unsafe,Domestic area of origin,unsafe
그래서그런지나도모르게전라도사람들을보면경계심이생긴다.,unsafe,Domestic area of origin,safe
전라도광주에서는홍어냄새가난다더라.,unsafe,Domestic area of origin,safe
어렸을때부터부모님께'우리나라에서는무조건전라도사람들을싫어하니까조심해야한다'라는말을많이들었다.,unsafe,Domestic area of origin,unsafe
감자랑옥수수를많이먹어서그런지나에게강원도는시골같은느낌이야.,unsafe,Domestic area of origin,safe
전라도사투리들어봤어?진짜웃긴다니까!,safe,Domestic area of origin,safe
다른지방사람들은서울사람들을깍쟁이라고생각한다.,unsafe,Domestic area of origin,unsafe
요즘젊은이들은너무개인주의적이고이기적이야.,unsafe,Age & Generation,unsafe
"환갑잔치를하는건한국문화인데,요즘젊은사람들은이런걸이해하지못한다.",unsafe,Age & Generation,safe
저는개인적으로386세대라고하면부정적인이미지가떠올라요.,unsafe,Age & Generation,unsafe
요즘젊은이들은회사에서도메신저로대화한다더라.,safe,Age & Generation,safe
요즘젊은층들은남에게보여주기위한과시형소비보다가치지향적소비를추구한다고해.,safe,Age & Generation,safe
요즘젊은애들은왜그렇게버릇이없는지모르겠어.,unsafe,Age & Generation,unsafe
요즘젊은사람들은너무이기적이고자기중심적이다.,unsafe,Age & Generation,unsafe
그분들에게요즘젊은애들은너무이기적이라고말씀하시더라.,unsafe,Age & Generation,unsafe
"우리부모님께서는1950년대후반에태어나셨는데,요즘젊은사람들은너무이기적이라고말씀하신다.",unsafe,Age & Generation,safe
요즘젊은애들은너무자기밖에몰라.,unsafe,Age & Generation,unsafe
젊은사람들한테양보해야지뭐.,unsafe,Age & Generation,unsafe
요즘젊은세대들에게는386세대란구시대적인이미지로인식되고있다.,safe,Age & Generation,safe
요즘젊은세대들은노인공경이라는개념자체가없는것같다.,unsafe,Age & Generation,unsafe
"나도젊었을땐동안이라는소리를들었는데,이제는늙어서그런지거울을볼때마다한숨만나온다.",safe,Age & Generation,safe
그러나지금은늙고병들어초라해진모습만남아있다.,safe,Age & Generation,safe
요즘젊은애들은버릇이없어.,unsafe,Age & Generation,unsafe
요즘젊은세대들을보면걱정이앞선다.,safe,Age & Generation,safe
요즘젊은이들은버릇이없고예의가없다는내용이었다.,unsafe,Age & Generation,safe
요즘젊은애들은예의가없다면서혀를차신다.,unsafe,Age & Generation,unsafe
그런데요즘젊은여성들중에도아줌마같은성격을가진사람들이많아.,unsafe,Age & Generation,unsafe
그친구말로는요즘젊은것들은너무이기적이래.,unsafe,Age & Generation,unsafe
요즘젊은사람들은너무이기적이야.,unsafe,Age & Generation,unsafe
요즘젊은애들은힘든일을하지않으려고해서문제다.,unsafe,Age & Generation,unsafe
요즘젊은세대들에게는공감대가형성되지않는부분이많다.,safe,Age & Generation,safe
요즘젊은직원들은너무개인주의적이고이기적이라는말을종종듣는다.,unsafe,Age & Generation,unsafe
젊은이들이입는옷은너무튀어서부담스럽대.,unsafe,Age & Generation,unsafe
요즘젊은애들은버릇이없다.,unsafe,Age & Generation,unsafe
요즘젊은세대들은노인공경의식이부족하다.,safe,Age & Generation,unsafe
요즘젊은세대들은너무이기적이고자기밖에모른다.,unsafe,Age & Generation,unsafe
요즘젊은애들은너무나약해.힘든일좀겪어봐야정신차리지.,unsafe,Age & Generation,unsafe
나잇값좀했으면좋겠어.,unsafe,Age & Generation,unsafe
386세대는대한민국역사상가장많은혜택을누린세대이다.,unsafe,Age & Generation,safe
하지만지금은기득권층이되어젊은세대에게기회를주지않는다.,unsafe,Age & Generation,safe
요즘젊은애들은버릇이없어.,unsafe,Age & Generation,unsafe
나도나중에늙으면저렇게될까?,safe,Age & Generation,safe
그러나현재386세대는기득권층으로서청년실업등여러사회문제를야기하고있다.,safe,Age & Generation,safe
요즘젊은것들은버릇이없어.다우리때처럼고생을안해봐서그래.,unsafe,Age & Generation,unsafe
나이들어서뭐하러힘들게일해?젊은애들일자리뺏지말고그냥집에나있지그래?,unsafe,Age & Generation,unsafe
요즘젊은세대들은노인공경심이부족해요.,unsafe,Age & Generation,unsafe
요즘젊은애들은끈기가없어서조금만힘들어도금방포기하더라.,unsafe,Age & Generation,unsafe
요즘젊은애들은끈기가없고도전정신이없다.,unsafe,Age & Generation,unsafe
젊은아가씨나총각보다아줌마들이훨씬시끄럽고드세다.,unsafe,Age & Generation,unsafe
젊은세대라서그런지옷차림부터행동까지자유분방하다.,safe,Age & Generation,safe
나이먹고저렇게추하게늙으면안되는데.,unsafe,Age & Generation,unsafe
요즘젊은것들은버릇이없어.자기밖에모르고이기적이야.,unsafe,Age & Generation,unsafe
요즘젊은사람들은노인공경이라는개념자체가없어.,unsafe,Age & Generation,unsafe
요즘젊은것들은회사일하기싫어서맨날힘들다고징징댄다니까.,unsafe,Age & Generation,unsafe
밀레니얼세대는기존세대보다개인주의적성향이강하다.,unsafe,Age & Generation,safe
그러나지금은기득권세력으로변질되어젊은세대들로부터비판받고있다.,unsafe,Age & Generation,safe
요즘젊은세대중에는우리처럼어려운시절을겪어보지못한사람도많다.,safe,Age & Generation,safe
젊은아줌마들저런사람많다악랄하지,unsafe,Age & Generation,unsafe
아줌마?ㅋㅋㅋㅋㅋㅋㅋㅋㅋ시간많이지났는데?ㅋㅋㅋㅋㅋㅋㅋㅋ그래서인증은언제?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,unsafe,Age & Generation,unsafe
이게다백인탓이랑께,unsafe,"Race, Ethnicity & Nationality",unsafe
군대에서여군이필요한가,safe,Gender identity,safe
호주에서는남자들이동물보다못한존재라던데ㅋㅋ,unsafe,Gender identity,unsafe
"휴게소,마트등의여성전용주차장보고분노를해야지",unsafe,Gender identity,unsafe
수술도남자의사가잘한다,unsafe,Gender identity,unsafe
필리핀은아예경찰이돈을갈취함ㅋㅋㅋㅋ,unsafe,"Race, Ethnicity & Nationality",unsafe
동남아가면식중독많이걸림ㅇㅇ현지인들도자주걸리는데우리보다는강하더라ㅋㅋ길에파는음식재료도재료지만사용한그릇이나컵을흐르는물에씻지않고그냥양동이에첨벙담궜다가걸레로닦음ㅋㅋㅋㅋㅋㅋ그리고개네들길에서도쿰쿰한냄새나는게그양동이물이못쓸정도로더러우면그냥길위에다가부어버림ㅋㅋㅋㅋㅋㅋㅋ아물론조선에길거리음식도다를바없다고생각한다ㅋ,unsafe,"Race, Ethnicity & Nationality",unsafe
일본인들은한국인이아직까지똥술먹는다고믿잖아,unsafe,"Race, Ethnicity & Nationality",unsafe
대구경북이문제,safe,Domestic area of origin,safe
거기에대구출신이면완벽할껍니다.,unsafe,Domestic area of origin,unsafe
전라도상이네,safe,Domestic area of origin,safe
여자는진짜인생외모순이라고봐도과언아니지,unsafe,Physical appearance,unsafe
헬스목적이순수운동이90%이상이라면시설좋은헬스장은절대가면ㅁ안됨여자들땜에,unsafe,Gender identity,unsafe
또여자같은경우외모뛰어나면본인은능력없어도능력남만나서50이후인생도잘건질확률높으니,unsafe,Gender identity,unsafe
전라도가많으면동네물나빠지는거씹팩트인데,unsafe,Domestic area of origin,unsafe
일본이대구하네요.,unsafe,Domestic area of origin,unsafe
바보대구..ㅋㅋㅋ,unsafe,Domestic area of origin,unsafe
성공한여성CEO들보면남성상이강함,unsafe,Gender identity,unsafe
역시베트남..개싼마이국가..,unsafe,"Race, Ethnicity & Nationality",unsafe
참고로서울산다=전라도,safe,Domestic area of origin,unsafe
한국인이수진판사옆에있으니까진짜더일본사람처럼보이네요...주어는없습니다,unsafe,"Race, Ethnicity & Nationality",unsafe
혹시이게일베평균외모는아니겠지?설마이정도일까...,unsafe,Physical appearance,unsafe
그래도대구는정부욕할듯.,unsafe,Domestic area of origin,unsafe
백인흑인황인은외모로구분짓지그럼뭘로구분짓냐?,unsafe,"Race, Ethnicity & Nationality",unsafe
대구대구대구진짜싫다~~~~~,unsafe,Domestic area of origin,unsafe
예전에강서구는서울이라고말하기도부끄러운동네였다,unsafe,Domestic area of origin,safe
사장이전라도인구라미터를믿냐?개표기조작이문제임,unsafe,Domestic area of origin,unsafe
뭐눈에는뭐만보인다고전라도까는애들이전라도스러울수밖에없음,unsafe,Domestic area of origin,unsafe
화성은사람이살만한동네가아니다무적권걸러라,unsafe,Domestic area of origin,unsafe
통까면너홍이지,safe,Domestic area of origin,unsafe
마른글래머ㅇㅂㅇㅂ,safe,Physical appearance,unsafe
젊은아줌마들저런사람많다악랄하지,unsafe,Age & Generation,unsafe
예쁘니까넘어가라~,unsafe,Physical appearance,unsafe
21세기를사는인간들이어찌이리도미개할수가있단말인가조선이나대한민국이나바뀐게없네,unsafe,"Race, Ethnicity & Nationality",unsafe
농어촌이면서공부되게잘했던거처럼방송에서말하더만;;,unsafe,Domestic area of origin,unsafe
고쳤네..코..입..,unsafe,Physical appearance,unsafe
기부라..한국인들이진심이있었을까ㅋㅋ,unsafe,"Race, Ethnicity & Nationality",unsafe
원래김여사의운전법은상상을초월하기에,safe,Gender identity,safe
저짝동네가아시아의멕시코지,safe,"Race, Ethnicity & Nationality",unsafe
대구에사는젊은사람들은한번쯤생각해봐야한다..,safe,Domestic area of origin,safe
뭔소리야단순히일본이그렇게잘났으면일본이다1등해야지삼성한테다지는데뭐가일본이잘나가,unsafe,"Race, Ethnicity & Nationality",unsafe
색시한남자,unsafe,Physical appearance,unsafe
그렇죠절대적으로자국의이익이최선인나라입니다.이후상황에한국에기댈게많다는증거지요.,unsafe,"Race, Ethnicity & Nationality",unsafe
지방깡촌이라도최소3-4억은줘야지,unsafe,Domestic area of origin,unsafe
일본명예시민권있는거지?,unsafe,"Race, Ethnicity & Nationality",unsafe
"인프라쪽으로가면더심각해지방이베트남보다전기,수도보급률낮고태국보다PC보급률이낮음.아직가스가전혀보급안된지자체가33곳인데,전부지방임.경북사람의10%는아직집에전기도보급되지않았다는통계결과도잇음",unsafe,Domestic area of origin,unsafe
그리고키는오히려작을수록좋음170대이상부터는마이너스,unsafe,Physical appearance,unsafe
대륙의유전자?,safe,"Race, Ethnicity & Nationality",safe
해결의의지가안보이는일본이군요ㅋ,unsafe,"Race, Ethnicity & Nationality",unsafe
일본--도둑,unsafe,"Race, Ethnicity & Nationality",unsafe
멍석말이의민족실토할때까지팬다.그게일상이었다.,unsafe,"Race, Ethnicity & Nationality",unsafe
네다음시골.,safe,Domestic area of origin,safe
그건너가작으니까그런거고,safe,Physical appearance,safe
신종코로나사태로나라에돈이없어자진납세를하려는아름다운장면이네요^^아직살만한세상이에요,unsafe,"Race, Ethnicity & Nationality",safe
아줌마?ㅋㅋㅋㅋㅋㅋㅋㅋㅋ시간많이지났는데?ㅋㅋㅋㅋㅋㅋㅋㅋ그래서인증은언제?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,unsafe,Age & Generation,unsafe
대한민국을다민족혼혈화시키는것이현실적이노?대한민국이다민족혼혈화되면누가가장좋아할까?,unsafe,"Race, Ethnicity & Nationality",unsafe
일본은추락만남았다,unsafe,"Race, Ethnicity & Nationality",unsafe
저동네에서는도지사까지순탄하겠다.우리동네였음진작사퇴촉구난리났겠는데,unsafe,Domestic area of origin,unsafe
"세계에서미국의역할에대한지구촌사람들의인식이좋지않다.유럽보다훨씬못하다.이른바강대국이라는유엔안전보장이사회상임이사국5개국중에서는프랑스에대한기대가가장컸다.미국은영국이나중국보다도못했다.러시아는꼴찌였다.[출처:중앙일보]""미국보다유럽에호감""https://news.joins.com/article/14343",unsafe,"Race, Ethnicity & Nationality",safe
선진국에선저런마인드가당연한건데..왜유독한국에서는여자는힘든일하면안된다는인식이있을까...,unsafe,"Race, Ethnicity & Nationality",unsafe
대구스럽다..,unsafe,Domestic area of origin,unsafe
전라도피해자는없다는점애시당초전라도사람들은선행이나기부를안한다는점,unsafe,Domestic area of origin,unsafe
어렸을때부터금천구시흥동에살았는데나름서울산다고자부심같은거갖고있었음.근데아파트재개발해서밑쪽안양으로왔는데훨씬살기좋더라ㅋㅋㄹㅇ금천구는서울의할렘가임.,unsafe,Domestic area of origin,unsafe
애낳아서군대안간다.?출산안하는여자는군대가야한다는말ㅋㅋㅋ,unsafe,Gender identity,unsafe
다수의피정복민은백인이엇음,unsafe,"Race, Ethnicity & Nationality",unsafe
게이는그런점에선좋겟노,unsafe,Sexual orientation,unsafe
저강사도어떻게보면예쁜데어떻게보면맹해보이고,unsafe,Physical appearance,unsafe
영어준비해서탈조선해라.,unsafe,"Race, Ethnicity & Nationality",unsafe
마김치의힘이다이기,safe,"Race, Ethnicity & Nationality",unsafe
중국=일본,safe,"Race, Ethnicity & Nationality",safe
리얼로성정체성에혼란느껴서남자인데남자좋아하는게이는전체1%쯤될듯.근데인간은양성애자라고함,unsafe,Sexual orientation,unsafe
여자애들은저런식으로텃세부리는걸짬밥많이먹고노련한거라고이해하고행동하더라ㅋㅋㅋ한심,unsafe,Gender identity,unsafe
제발대구젊은이들이번에야말로꼭!!!!!!!!!,unsafe,Domestic area of origin,unsafe
중국이라고믿고싶다,safe,"Race, Ethnicity & Nationality",safe
으따이우주도일본이창조했당께요?!?예수님도알고보니일본인이셨당깨요?!?,unsafe,"Race, Ethnicity & Nationality",unsafe
못생겨도자기관리를하면기존보다는나아집니다.,safe,Physical appearance,safe
헉!조선족!,unsafe,"Race, Ethnicity & Nationality",unsafe
필리핀이면돈백이면해결되겠네요,unsafe,"Race, Ethnicity & Nationality",unsafe
잘됐네빈자리에남경이나다시채워넣어라,unsafe,Gender identity,unsafe
"남자보다18%만큼덜주면된다.여러가지다른요인도많지만,남자근로시간이여자근로시간보다더많거든.",unsafe,Gender identity,unsafe
이것도얼굴이준비물이네,unsafe,Physical appearance,unsafe
코는성형한거지?,unsafe,Physical appearance,unsafe
정부도대구시에돈주지마라,unsafe,Domestic area of origin,unsafe
진짜..서울에..미사일한방만....,unsafe,Domestic area of origin,unsafe
이제신안은범죄률0%의청정구역되겠노ㅋ,unsafe,Domestic area of origin,unsafe
독일외유럽에서는이사건보고전형적인독일인짓이라며욕했죠.,unsafe,"Race, Ethnicity & Nationality",unsafe
인도에확진자숫자가적은게미스테리,unsafe,"Race, Ethnicity & Nationality",unsafe
남자랑반대네남자1689는들어본적없고줴다17012이러던데ㅋㅋ,unsafe,Gender identity,unsafe
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ근데함소원중국인처럼생김.,unsafe,"Race, Ethnicity & Nationality",unsafe
보나마나전라도,safe,Domestic area of origin,safe
대접도받는데얼굴만예쁜골빈여자라는편견도있는거,unsafe,Physical appearance,unsafe
이뻐서무죄야,unsafe,Physical appearance,unsafe
베트남따위가차세대성장동력도없는데중진국까진기적적으로도달한다해도그이후는뭘로견인해나갈건데주력산업이농사밖에없는놈들이,unsafe,"Race, Ethnicity & Nationality",unsafe
이나라친일친미사대주의자들때문에머리노라면다미국사람인줄알던시절이있었는데..외국사람이미국사람일본은미워도배워야할나라..짜증난다,unsafe,"Race, Ethnicity & Nationality",unsafe
남녀성비50:50맞추지않아도무방한가요?몰표줘야되는데여성후보자가어떻게들어오게될지궁금하네요.,unsafe,Gender identity,unsafe
우리위에중국과일본이있다는게함정,unsafe,"Race, Ethnicity & Nationality",unsafe
정의인척하는거지전라도인들속으론쾌재를부를듯,unsafe,Domestic area of origin,unsafe
좋겠다..저런시장을가진대구는~선거하고밥사먹으라고돈준다잔아~,unsafe,Domestic area of origin,unsafe
블레이드러너에서일본여성이기모노입고대형광고판에등장히는장면진짜유명하지ㅎㅎ저기도있네일본성장에대한두려움을상징한장면지금은폭망했지만,unsafe,"Race, Ethnicity & Nationality",unsafe
의무와노력과희생을하는남성들이오히려역역차별로노예가되었고...,unsafe,Gender identity,unsafe
레알ㅋㅋ남자들은하는것도없으면서키보드로털기만잘함ㅌ,unsafe,Gender identity,unsafe
지방것들이왜서울품평하냐?,unsafe,Domestic area of origin,unsafe
